year,state,month,number,date
2014,Santa Catarina,Aug,459,1/1/2014
2015,Santa Catarina,Aug,379,1/1/2015
2016,Santa Catarina,Aug,765,1/1/2016
2017,Santa Catarina,Aug,713,1/1/2017
1998,Santa Catarina,Sept,6,1/1/1998
1999,Santa Catarina,Sept,101,1/1/1999
2000,Santa Catarina,Sept,36,1/1/2000
2001,Santa Catarina,Sept,18,1/1/2001
2002,Santa Catarina,Sept,416,1/1/2002
2003,Santa Catarina,Sept,1.339,1/1/2003
2004,Santa Catarina,Sept,755,1/1/2004
2005,Santa Catarina,Sept,116,1/1/2005
2006,Santa Catarina,Sept,530,1/1/2006
2007,Santa Catarina,Sept,617,1/1/2007
2008,Santa Catarina,Sept,233,1/1/2008
2009,Santa Catarina,Sept,47,1/1/2009
2010,Santa Catarina,Sept,198,1/1/2010
2011,Santa Catarina,Sept,450,1/1/2011
2012,Santa Catarina,Sept,188,1/1/2012
2013,Santa Catarina,Sept,303,1/1/2013
2014,Santa Catarina,Sept,208,1/1/2014
2015,Santa Catarina,Sept,156,1/1/2015
2016,Santa Catarina,Sept,644,1/1/2016
2017,Santa Catarina,Sept,626,1/1/2017
1998,Santa Catarina,Oct,4,1/1/1998
1999,Santa Catarina,Oct,16,1/1/1999
2000,Santa Catarina,Oct,55,1/1/2000
2001,Santa Catarina,Oct,26,1/1/2001
2002,Santa Catarina,Oct,42,1/1/2002
2003,Santa Catarina,Oct,669,1/1/2003
2004,Santa Catarina,Oct,704,1/1/2004
2005,Santa Catarina,Oct,197,1/1/2005
2006,Santa Catarina,Oct,269,1/1/2006
2007,Santa Catarina,Oct,35,1/1/2007
2008,Santa Catarina,Oct,56,1/1/2008
2009,Santa Catarina,Oct,252,1/1/2009
2010,Santa Catarina,Oct,76,1/1/2010
2011,Santa Catarina,Oct,102,1/1/2011
2012,Santa Catarina,Oct,34,1/1/2012
2013,Santa Catarina,Oct,107,1/1/2013
2014,Santa Catarina,Oct,122,1/1/2014
2015,Santa Catarina,Oct,21,1/1/2015
2016,Santa Catarina,Oct,56,1/1/2016
2017,Santa Catarina,Oct,51,1/1/2017
1998,Santa Catarina,Nov,21,1/1/1998
1999,Santa Catarina,Nov,84,1/1/1999
2000,Santa Catarina,Nov,19,1/1/2000
2001,Santa Catarina,Nov,66,1/1/2001
2002,Santa Catarina,Nov,348,1/1/2002
2003,Santa Catarina,Nov,347,1/1/2003
2004,Santa Catarina,Nov,279,1/1/2004
2005,Santa Catarina,Nov,384,1/1/2005
2006,Santa Catarina,Nov,45,1/1/2006
2007,Santa Catarina,Nov,26,1/1/2007
2008,Santa Catarina,Nov,16,1/1/2008
2009,Santa Catarina,Nov,61,1/1/2009
2010,Santa Catarina,Nov,88,1/1/2010
2011,Santa Catarina,Nov,79,1/1/2011
2012,Santa Catarina,Nov,72,1/1/2012
2013,Santa Catarina,Nov,84,1/1/2013
2014,Santa Catarina,Nov,43,1/1/2014
2015,Santa Catarina,Nov,9,1/1/2015
2016,Santa Catarina,Nov,156,1/1/2016
2017,Santa Catarina,Nov,152,1/1/2017
1998,Santa Catarina,Dec,26,1/1/1998
1999,Santa Catarina,Dec,89,1/1/1999
2000,Santa Catarina,Dec,29,1/1/2000
2001,Santa Catarina,Dec,45,1/1/2001
2002,Santa Catarina,Dec,76,1/1/2002
2003,Santa Catarina,Dec,129,1/1/2003
2004,Santa Catarina,Dec,68,1/1/2004
2005,Santa Catarina,Dec,17,1/1/2005
2006,Santa Catarina,Dec,7,1/1/2006
2007,Santa Catarina,Dec,17,1/1/2007
2008,Santa Catarina,Dec,29,1/1/2008
2009,Santa Catarina,Dec,20,1/1/2009
2010,Santa Catarina,Dec,23,1/1/2010
2011,Santa Catarina,Dec,24,1/1/2011
2012,Santa Catarina,Dec,32,1/1/2012
2013,Santa Catarina,Dec,74,1/1/2013
2014,Santa Catarina,Dec,45,1/1/2014
2015,Santa Catarina,Dec,19,1/1/2015
2016,Santa Catarina,Dec,20,1/1/2016
1998,Sao Paulo,Jan,0,1/1/1998
1999,Sao Paulo,Jan,7,1/1/1999
2000,Sao Paulo,Jan,36,1/1/2000
2001,Sao Paulo,Jan,26,1/1/2001
2002,Sao Paulo,Jan,19,1/1/2002
2003,Sao Paulo,Jan,59,1/1/2003
2004,Sao Paulo,Jan,37,1/1/2004
2005,Sao Paulo,Jan,26,1/1/2005
2006,Sao Paulo,Jan,76,1/1/2006
2007,Sao Paulo,Jan,14,1/1/2007
2008,Sao Paulo,Jan,34,1/1/2008
2009,Sao Paulo,Jan,12,1/1/2009
2010,Sao Paulo,Jan,45,1/1/2010
2011,Sao Paulo,Jan,75,1/1/2011
2012,Sao Paulo,Jan,38,1/1/2012
2013,Sao Paulo,Jan,36,1/1/2013
2014,Sao Paulo,Jan,99,1/1/2014
2015,Sao Paulo,Jan,120,1/1/2015
2016,Sao Paulo,Jan,85,1/1/2016
2017,Sao Paulo,Jan,28,1/1/2017
1998,Sao Paulo,Feb,0,1/1/1998
1999,Sao Paulo,Feb,47,1/1/1999
2000,Sao Paulo,Feb,25,1/1/2000
2001,Sao Paulo,Feb,25,1/1/2001
2002,Sao Paulo,Feb,19,1/1/2002
2003,Sao Paulo,Feb,137,1/1/2003
2004,Sao Paulo,Feb,41,1/1/2004
2005,Sao Paulo,Feb,78,1/1/2005
2006,Sao Paulo,Feb,59,1/1/2006
2007,Sao Paulo,Feb,96,1/1/2007
2008,Sao Paulo,Feb,30,1/1/2008
2009,Sao Paulo,Feb,65,1/1/2009
2010,Sao Paulo,Feb,152,1/1/2010
2011,Sao Paulo,Feb,73,1/1/2011
2012,Sao Paulo,Feb,81,1/1/2012
2013,Sao Paulo,Feb,100,1/1/2013
2014,Sao Paulo,Feb,112,1/1/2014
2015,Sao Paulo,Feb,69,1/1/2015
2016,Sao Paulo,Feb,188,1/1/2016
2017,Sao Paulo,Feb,107,1/1/2017
1998,Sao Paulo,March,0,1/1/1998
1999,Sao Paulo,March,78,1/1/1999
2000,Sao Paulo,March,26,1/1/2000
2001,Sao Paulo,March,35,1/1/2001
2002,Sao Paulo,March,111,1/1/2002
2003,Sao Paulo,March,86,1/1/2003
2004,Sao Paulo,March,73,1/1/2004
2005,Sao Paulo,March,73,1/1/2005
2006,Sao Paulo,March,106,1/1/2006
2007,Sao Paulo,March,152,1/1/2007
2008,Sao Paulo,March,72,1/1/2008
2009,Sao Paulo,March,55,1/1/2009
2010,Sao Paulo,March,111,1/1/2010
2011,Sao Paulo,March,45,1/1/2011
2012,Sao Paulo,March,99,1/1/2012
2013,Sao Paulo,March,57,1/1/2013
2014,Sao Paulo,March,75,1/1/2014
2015,Sao Paulo,March,68,1/1/2015
2016,Sao Paulo,March,82,1/1/2016
2017,Sao Paulo,March,103,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,291,1/1/1999
2000,Sao Paulo,April,102,1/1/2000
2001,Sao Paulo,April,61,1/1/2001
2002,Sao Paulo,April,178,1/1/2002
2003,Sao Paulo,April,106,1/1/2003
2004,Sao Paulo,April,36,1/1/2004
2005,Sao Paulo,April,62,1/1/2005
2006,Sao Paulo,April,63,1/1/2006
2007,Sao Paulo,April,44,1/1/2007
2008,Sao Paulo,April,84,1/1/2008
2009,Sao Paulo,April,67,1/1/2009
2010,Sao Paulo,April,91,1/1/2010
2011,Sao Paulo,April,52,1/1/2011
2012,Sao Paulo,April,82,1/1/2012
2013,Sao Paulo,April,103,1/1/2013
2014,Sao Paulo,April,103,1/1/2014
2015,Sao Paulo,April,76,1/1/2015
2016,Sao Paulo,April,307,1/1/2016
2017,Sao Paulo,April,41,1/1/2017
1998,Sao Paulo,May,0,1/1/1998
1999,Sao Paulo,May,500,1/1/1999
2000,Sao Paulo,May,300,1/1/2000
2001,Sao Paulo,May,211,1/1/2001
2002,Sao Paulo,May,319,1/1/2002
2003,Sao Paulo,May,69,1/1/2003
2004,Sao Paulo,May,60,1/1/2004
2005,Sao Paulo,May,212,1/1/2005
2006,Sao Paulo,May,88,1/1/2006
2007,Sao Paulo,May,69,1/1/2007
2008,Sao Paulo,May,40,1/1/2008
2009,Sao Paulo,May,142,1/1/2009
2010,Sao Paulo,May,150,1/1/2010
2011,Sao Paulo,May,136,1/1/2011
2012,Sao Paulo,May,82,1/1/2012
2013,Sao Paulo,May,118,1/1/2013
2014,Sao Paulo,May,181,1/1/2014
2015,Sao Paulo,May,65,1/1/2015
2016,Sao Paulo,May,139,1/1/2016
2017,Sao Paulo,May,43,1/1/2017
1998,Sao Paulo,June,451,1/1/1998
1999,Sao Paulo,June,522,1/1/1999
2000,Sao Paulo,June,606,1/1/2000
2001,Sao Paulo,June,346,1/1/2001
2002,Sao Paulo,June,562,1/1/2002
2003,Sao Paulo,June,132,1/1/2003
2004,Sao Paulo,June,231,1/1/2004
2005,Sao Paulo,June,236,1/1/2005
2006,Sao Paulo,June,97,1/1/2006
2007,Sao Paulo,June,91,1/1/2007
2008,Sao Paulo,June,25,1/1/2008
2009,Sao Paulo,June,125,1/1/2009
2010,Sao Paulo,June,143,1/1/2010
2011,Sao Paulo,June,210,1/1/2011
2012,Sao Paulo,June,30,1/1/2012
2013,Sao Paulo,June,47,1/1/2013
2014,Sao Paulo,June,331,1/1/2014
2015,Sao Paulo,June,147,1/1/2015
2016,Sao Paulo,June,197,1/1/2016
2017,Sao Paulo,June,217,1/1/2017
1998,Sao Paulo,July,596,1/1/1998
1999,Sao Paulo,July,684,1/1/1999
2000,Sao Paulo,July,770,1/1/2000
2001,Sao Paulo,July,538,1/1/2001
2002,Sao Paulo,July,448,1/1/2002
2003,Sao Paulo,July,171,1/1/2003
2004,Sao Paulo,July,342,1/1/2004
2005,Sao Paulo,July,284,1/1/2005
2006,Sao Paulo,July,245,1/1/2006
2007,Sao Paulo,July,94,1/1/2007
2008,Sao Paulo,July,126,1/1/2008
2009,Sao Paulo,July,110,1/1/2009
2010,Sao Paulo,July,600,1/1/2010
2011,Sao Paulo,July,479,1/1/2011
2012,Sao Paulo,July,179,1/1/2012
2013,Sao Paulo,July,181,1/1/2013
2014,Sao Paulo,July,476,1/1/2014
2015,Sao Paulo,July,149,1/1/2015
2016,Sao Paulo,July,687,1/1/2016
2017,Sao Paulo,July,802,1/1/2017
1998,Sao Paulo,Aug,581,1/1/1998
1999,Sao Paulo,Aug,1.211,1/1/1999
2000,Sao Paulo,Aug,915,1/1/2000
2001,Sao Paulo,Aug,595,1/1/2001
2002,Sao Paulo,Aug,719,1/1/2002
2003,Sao Paulo,Aug,934,1/1/2003
2004,Sao Paulo,Aug,794,1/1/2004
2005,Sao Paulo,Aug,522,1/1/2005
2006,Sao Paulo,Aug,572,1/1/2006
2007,Sao Paulo,Aug,470,1/1/2007
2008,Sao Paulo,Aug,153,1/1/2008
2009,Sao Paulo,Aug,289,1/1/2009
2010,Sao Paulo,Aug,1.809,1/1/2010
2011,Sao Paulo,Aug,1.067,1/1/2011
2012,Sao Paulo,Aug,435,1/1/2012
2013,Sao Paulo,Aug,497,1/1/2013
2014,Sao Paulo,Aug,1.458,1/1/2014
2015,Sao Paulo,Aug,643,1/1/2015
2016,Sao Paulo,Aug,797,1/1/2016
2017,Sao Paulo,Aug,981,1/1/2017
1998,Sao Paulo,Sept,525,1/1/1998
1999,Sao Paulo,Sept,911,1/1/1999
2000,Sao Paulo,Sept,582,1/1/2000
2001,Sao Paulo,Sept,425,1/1/2001
2002,Sao Paulo,Sept,302,1/1/2002
2003,Sao Paulo,Sept,977,1/1/2003
2004,Sao Paulo,Sept,809,1/1/2004
2005,Sao Paulo,Sept,231,1/1/2005
2006,Sao Paulo,Sept,694,1/1/2006
2007,Sao Paulo,Sept,495,1/1/2007
2008,Sao Paulo,Sept,486,1/1/2008
2009,Sao Paulo,Sept,116,1/1/2009
2010,Sao Paulo,Sept,1.677,1/1/2010
2011,Sao Paulo,Sept,1.108,1/1/2011
2012,Sao Paulo,Sept,813,1/1/2012
2013,Sao Paulo,Sept,560,1/1/2013
2014,Sao Paulo,Sept,882,1/1/2014
2015,Sao Paulo,Sept,368,1/1/2015
2016,Sao Paulo,Sept,490,1/1/2016
2017,Sao Paulo,Sept,2.868,1/1/2017
1998,Sao Paulo,Oct,434,1/1/1998
1999,Sao Paulo,Oct,763,1/1/1999
2000,Sao Paulo,Oct,647,1/1/2000
2001,Sao Paulo,Oct,444,1/1/2001
2002,Sao Paulo,Oct,733,1/1/2002
2003,Sao Paulo,Oct,422,1/1/2003
2004,Sao Paulo,Oct,195,1/1/2004
2005,Sao Paulo,Oct,221,1/1/2005
2006,Sao Paulo,Oct,153,1/1/2006
2007,Sao Paulo,Oct,281,1/1/2007
2008,Sao Paulo,Oct,87,1/1/2008
2009,Sao Paulo,Oct,64,1/1/2009
2010,Sao Paulo,Oct,260,1/1/2010
2011,Sao Paulo,Oct,188,1/1/2011
2012,Sao Paulo,Oct,206,1/1/2012
2013,Sao Paulo,Oct,127,1/1/2013
2014,Sao Paulo,Oct,887,1/1/2014
2015,Sao Paulo,Oct,213,1/1/2015
2016,Sao Paulo,Oct,177,1/1/2016
2017,Sao Paulo,Oct,179,1/1/2017
1998,Sao Paulo,Nov,488,1/1/1998
1999,Sao Paulo,Nov,398,1/1/1999
2000,Sao Paulo,Nov,96,1/1/2000
2001,Sao Paulo,Nov,168,1/1/2001
2002,Sao Paulo,Nov,72,1/1/2002
2003,Sao Paulo,Nov,155,1/1/2003
2004,Sao Paulo,Nov,144,1/1/2004
2005,Sao Paulo,Nov,163,1/1/2005
2006,Sao Paulo,Nov,43,1/1/2006
2007,Sao Paulo,Nov,50,1/1/2007
2008,Sao Paulo,Nov,20,1/1/2008
2009,Sao Paulo,Nov,83,1/1/2009
2010,Sao Paulo,Nov,104,1/1/2010
2011,Sao Paulo,Nov,87,1/1/2011
2012,Sao Paulo,Nov,50,1/1/2012
2013,Sao Paulo,Nov,120,1/1/2013
2014,Sao Paulo,Nov,56,1/1/2014
2015,Sao Paulo,Nov,21,1/1/2015
2016,Sao Paulo,Nov,39,1/1/2016
2017,Sao Paulo,Nov,37,1/1/2017
1998,Sao Paulo,Dec,121,1/1/1998
1999,Sao Paulo,Dec,47,1/1/1999
2000,Sao Paulo,Dec,23,1/1/2000
2001,Sao Paulo,Dec,52,1/1/2001
2002,Sao Paulo,Dec,57,1/1/2002
2003,Sao Paulo,Dec,58,1/1/2003
2004,Sao Paulo,Dec,102,1/1/2004
2005,Sao Paulo,Dec,15,1/1/2005
2006,Sao Paulo,Dec,13,1/1/2006
2007,Sao Paulo,Dec,21,1/1/2007
2008,Sao Paulo,Dec,36,1/1/2008
2009,Sao Paulo,Dec,37,1/1/2009
2010,Sao Paulo,Dec,52,1/1/2010
2011,Sao Paulo,Dec,53,1/1/2011
2012,Sao Paulo,Dec,64,1/1/2012
2013,Sao Paulo,Dec,109,1/1/2013
2014,Sao Paulo,Dec,57,1/1/2014
2015,Sao Paulo,Dec,45,1/1/2015
2016,Sao Paulo,Dec,47,1/1/2016
1998,Sergipe,Jan,0,1/1/1998
1999,Sergipe,Jan,36,1/1/1999
2000,Sergipe,Jan,1,1/1/2000
2001,Sergipe,Jan,2,1/1/2001
2002,Sergipe,Jan,1,1/1/2002
2003,Sergipe,Jan,198,1/1/2003
2004,Sergipe,Jan,16,1/1/2004
2005,Sergipe,Jan,80,1/1/2005
2006,Sergipe,Jan,36,1/1/2006
2007,Sergipe,Jan,56,1/1/2007
2008,Sergipe,Jan,100,1/1/2008
2009,Sergipe,Jan,60,1/1/2009
2010,Sergipe,Jan,29,1/1/2010
2011,Sergipe,Jan,36,1/1/2011
2012,Sergipe,Jan,39,1/1/2012
2013,Sergipe,Jan,34,1/1/2013
2014,Sergipe,Jan,20,1/1/2014
2015,Sergipe,Jan,44,1/1/2015
2016,Sergipe,Jan,9,1/1/2016
2017,Sergipe,Jan,31,1/1/2017
1998,Sergipe,Feb,0,1/1/1998
1999,Sergipe,Feb,25,1/1/1999
2000,Sergipe,Feb,6,1/1/2000
2001,Sergipe,Feb,2,1/1/2001
2002,Sergipe,Feb,6,1/1/2002
2003,Sergipe,Feb,50,1/1/2003
2004,Sergipe,Feb,10,1/1/2004
2005,Sergipe,Feb,19,1/1/2005
2006,Sergipe,Feb,36,1/1/2006
2007,Sergipe,Feb,22,1/1/2007
2008,Sergipe,Feb,67,1/1/2008
2009,Sergipe,Feb,64,1/1/2009
2010,Sergipe,Feb,33,1/1/2010
2011,Sergipe,Feb,31,1/1/2011
2012,Sergipe,Feb,34,1/1/2012
2013,Sergipe,Feb,47,1/1/2013
2014,Sergipe,Feb,18,1/1/2014
2015,Sergipe,Feb,40,1/1/2015
2016,Sergipe,Feb,22,1/1/2016
2017,Sergipe,Feb,18,1/1/2017
1998,Sergipe,March,0,1/1/1998
1999,Sergipe,March,18,1/1/1999
2000,Sergipe,March,6,1/1/2000
2001,Sergipe,March,1,1/1/2001
2002,Sergipe,March,7,1/1/2002
2003,Sergipe,March,62,1/1/2003
2004,Sergipe,March,36,1/1/2004
2005,Sergipe,March,28,1/1/2005
2006,Sergipe,March,41,1/1/2006
2007,Sergipe,March,2,1/1/2007
2008,Sergipe,March,43,1/1/2008
2009,Sergipe,March,29,1/1/2009
2010,Sergipe,March,44,1/1/2010
2011,Sergipe,March,47,1/1/2011
2012,Sergipe,March,71,1/1/2012
2013,Sergipe,March,67,1/1/2013
2014,Sergipe,March,33,1/1/2014
2015,Sergipe,March,49,1/1/2015
2016,Sergipe,March,26,1/1/2016
2017,Sergipe,March,16,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,6,1/1/1999
2000,Sergipe,April,1,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,12,1/1/2002
2003,Sergipe,April,48,1/1/2003
2004,Sergipe,April,13,1/1/2004
2005,Sergipe,April,8,1/1/2005
2006,Sergipe,April,9,1/1/2006
2007,Sergipe,April,1,1/1/2007
2008,Sergipe,April,2,1/1/2008
2009,Sergipe,April,19,1/1/2009
2010,Sergipe,April,1,1/1/2010
2011,Sergipe,April,12,1/1/2011
2012,Sergipe,April,40,1/1/2012
2013,Sergipe,April,15,1/1/2013
2014,Sergipe,April,7,1/1/2014
2015,Sergipe,April,35,1/1/2015
2016,Sergipe,April,14,1/1/2016
2017,Sergipe,April,8,1/1/2017
1998,Sergipe,May,0,1/1/1998
1999,Sergipe,May,0,1/1/1999
2000,Sergipe,May,0,1/1/2000
2001,Sergipe,May,3,1/1/2001
2002,Sergipe,May,0,1/1/2002
2003,Sergipe,May,2,1/1/2003
2004,Sergipe,May,5,1/1/2004
2005,Sergipe,May,0,1/1/2005
2006,Sergipe,May,0,1/1/2006
2007,Sergipe,May,0,1/1/2007
2008,Sergipe,May,0,1/1/2008
2009,Sergipe,May,0,1/1/2009
2010,Sergipe,May,0,1/1/2010
2011,Sergipe,May,0,1/1/2011
2012,Sergipe,May,17,1/1/2012
2013,Sergipe,May,1,1/1/2013
2014,Sergipe,May,1,1/1/2014
2015,Sergipe,May,11,1/1/2015
2016,Sergipe,May,9,1/1/2016
2017,Sergipe,May,1,1/1/2017
1998,Sergipe,June,0,1/1/1998
1999,Sergipe,June,0,1/1/1999
2000,Sergipe,June,0,1/1/2000
2001,Sergipe,June,0,1/1/2001
2002,Sergipe,June,0,1/1/2002
2003,Sergipe,June,0,1/1/2003
2004,Sergipe,June,0,1/1/2004
2005,Sergipe,June,0,1/1/2005
2006,Sergipe,June,0,1/1/2006
2007,Sergipe,June,0,1/1/2007
2008,Sergipe,June,0,1/1/2008
2009,Sergipe,June,2,1/1/2009
2010,Sergipe,June,0,1/1/2010
2011,Sergipe,June,1,1/1/2011
2012,Sergipe,June,3,1/1/2012
2013,Sergipe,June,1,1/1/2013
2014,Sergipe,June,0,1/1/2014
2015,Sergipe,June,3,1/1/2015
2016,Sergipe,June,1,1/1/2016
2017,Sergipe,June,0,1/1/2017
1998,Sergipe,July,0,1/1/1998
1999,Sergipe,July,0,1/1/1999
2000,Sergipe,July,0,1/1/2000
2001,Sergipe,July,0,1/1/2001
2002,Sergipe,July,0,1/1/2002
2003,Sergipe,July,0,1/1/2003
2004,Sergipe,July,0,1/1/2004
2005,Sergipe,July,0,1/1/2005
2006,Sergipe,July,0,1/1/2006
2007,Sergipe,July,0,1/1/2007
2008,Sergipe,July,0,1/1/2008
2009,Sergipe,July,0,1/1/2009
2010,Sergipe,July,0,1/1/2010
2011,Sergipe,July,0,1/1/2011
2012,Sergipe,July,1,1/1/2012
2013,Sergipe,July,0,1/1/2013
2014,Sergipe,July,0,1/1/2014
2015,Sergipe,July,0,1/1/2015
2016,Sergipe,July,0,1/1/2016
2017,Sergipe,July,0,1/1/2017
1998,Sergipe,Aug,0,1/1/1998
1999,Sergipe,Aug,0,1/1/1999
2000,Sergipe,Aug,0,1/1/2000
2001,Sergipe,Aug,0,1/1/2001
2002,Sergipe,Aug,2,1/1/2002
2003,Sergipe,Aug,0,1/1/2003
2004,Sergipe,Aug,0,1/1/2004
2005,Sergipe,Aug,0,1/1/2005
2006,Sergipe,Aug,0,1/1/2006
2007,Sergipe,Aug,0,1/1/2007
2008,Sergipe,Aug,0,1/1/2008
2009,Sergipe,Aug,0,1/1/2009
2010,Sergipe,Aug,0,1/1/2010
2011,Sergipe,Aug,1,1/1/2011
2012,Sergipe,Aug,0,1/1/2012
2013,Sergipe,Aug,0,1/1/2013
2014,Sergipe,Aug,0,1/1/2014
2015,Sergipe,Aug,0,1/1/2015
2016,Sergipe,Aug,6,1/1/2016
2017,Sergipe,Aug,0,1/1/2017
1998,Sergipe,Sept,0,1/1/1998
1999,Sergipe,Sept,0,1/1/1999
2000,Sergipe,Sept,0,1/1/2000
2001,Sergipe,Sept,1,1/1/2001
2002,Sergipe,Sept,0,1/1/2002
2003,Sergipe,Sept,3,1/1/2003
2004,Sergipe,Sept,0,1/1/2004
2005,Sergipe,Sept,2,1/1/2005
2006,Sergipe,Sept,0,1/1/2006
2007,Sergipe,Sept,0,1/1/2007
2008,Sergipe,Sept,0,1/1/2008
2009,Sergipe,Sept,1,1/1/2009
2010,Sergipe,Sept,0,1/1/2010
2011,Sergipe,Sept,0,1/1/2011
2012,Sergipe,Sept,1,1/1/2012
2013,Sergipe,Sept,1,1/1/2013
2014,Sergipe,Sept,4,1/1/2014
2015,Sergipe,Sept,1,1/1/2015
2016,Sergipe,Sept,2,1/1/2016
2017,Sergipe,Sept,0,1/1/2017
1998,Sergipe,Oct,0,1/1/1998
1999,Sergipe,Oct,0,1/1/1999
2000,Sergipe,Oct,3,1/1/2000
2001,Sergipe,Oct,5,1/1/2001
2002,Sergipe,Oct,20,1/1/2002
2003,Sergipe,Oct,2,1/1/2003
2004,Sergipe,Oct,3,1/1/2004
2005,Sergipe,Oct,11,1/1/2005
2006,Sergipe,Oct,3,1/1/2006
2007,Sergipe,Oct,3,1/1/2007
2008,Sergipe,Oct,0,1/1/2008
2009,Sergipe,Oct,1,1/1/2009
2010,Sergipe,Oct,1,1/1/2010
2011,Sergipe,Oct,5,1/1/2011
2012,Sergipe,Oct,1,1/1/2012
2013,Sergipe,Oct,3,1/1/2013
2014,Sergipe,Oct,3,1/1/2014
2015,Sergipe,Oct,6,1/1/2015
2016,Sergipe,Oct,10,1/1/2016
2017,Sergipe,Oct,0,1/1/2017
1998,Sergipe,Nov,12,1/1/1998
1999,Sergipe,Nov,3,1/1/1999
2000,Sergipe,Nov,0,1/1/2000
2001,Sergipe,Nov,5,1/1/2001
2002,Sergipe,Nov,57,1/1/2002
2003,Sergipe,Nov,2,1/1/2003
2004,Sergipe,Nov,41,1/1/2004
2005,Sergipe,Nov,23,1/1/2005
2006,Sergipe,Nov,5,1/1/2006
2007,Sergipe,Nov,7,1/1/2007
2008,Sergipe,Nov,17,1/1/2008
2009,Sergipe,Nov,9,1/1/2009
2010,Sergipe,Nov,16,1/1/2010
2011,Sergipe,Nov,4,1/1/2011
2012,Sergipe,Nov,6,1/1/2012
2013,Sergipe,Nov,7,1/1/2013
2014,Sergipe,Nov,9,1/1/2014
2015,Sergipe,Nov,47,1/1/2015
2016,Sergipe,Nov,17,1/1/2016
2017,Sergipe,Nov,1,1/1/2017
1998,Sergipe,Dec,8,1/1/1998
1999,Sergipe,Dec,5,1/1/1999
2000,Sergipe,Dec,0,1/1/2000
2001,Sergipe,Dec,5,1/1/2001
2002,Sergipe,Dec,103,1/1/2002
2003,Sergipe,Dec,36,1/1/2003
2004,Sergipe,Dec,66,1/1/2004
2005,Sergipe,Dec,29,1/1/2005
2006,Sergipe,Dec,17,1/1/2006
2007,Sergipe,Dec,33,1/1/2007
2008,Sergipe,Dec,14,1/1/2008
2009,Sergipe,Dec,21,1/1/2009
2010,Sergipe,Dec,19,1/1/2010
2011,Sergipe,Dec,36,1/1/2011
2012,Sergipe,Dec,18,1/1/2012
2013,Sergipe,Dec,9,1/1/2013
2014,Sergipe,Dec,9,1/1/2014
2015,Sergipe,Dec,63,1/1/2015
2016,Sergipe,Dec,36,1/1/2016
1998,Tocantins,Jan,0,1/1/1998
1999,Tocantins,Jan,36,1/1/1999
2000,Tocantins,Jan,15,1/1/2000
2001,Tocantins,Jan,19,1/1/2001
2002,Tocantins,Jan,35,1/1/2002
2003,Tocantins,Jan,35,1/1/2003
2004,Tocantins,Jan,40,1/1/2004
2005,Tocantins,Jan,66,1/1/2005
2006,Tocantins,Jan,91,1/1/2006
2007,Tocantins,Jan,34,1/1/2007
2008,Tocantins,Jan,28,1/1/2008
2009,Tocantins,Jan,43,1/1/2009
2010,Tocantins,Jan,79,1/1/2010
2011,Tocantins,Jan,14,1/1/2011
2012,Tocantins,Jan,12,1/1/2012
2013,Tocantins,Jan,50,1/1/2013
2014,Tocantins,Jan,89,1/1/2014
2015,Tocantins,Jan,186,1/1/2015
2016,Tocantins,Jan,42,1/1/2016
2017,Tocantins,Jan,61,1/1/2017
1998,Tocantins,Feb,0,1/1/1998
1999,Tocantins,Feb,1,1/1/1999
2000,Tocantins,Feb,6,1/1/2000
2001,Tocantins,Feb,6,1/1/2001
2002,Tocantins,Feb,48,1/1/2002
2003,Tocantins,Feb,15,1/1/2003
2004,Tocantins,Feb,7,1/1/2004
2005,Tocantins,Feb,27,1/1/2005
2006,Tocantins,Feb,14,1/1/2006
2007,Tocantins,Feb,8,1/1/2007
2008,Tocantins,Feb,6,1/1/2008
2009,Tocantins,Feb,21,1/1/2009
2010,Tocantins,Feb,32,1/1/2010
2011,Tocantins,Feb,13,1/1/2011
2012,Tocantins,Feb,45,1/1/2012
2013,Tocantins,Feb,37,1/1/2013
2014,Tocantins,Feb,73,1/1/2014
2015,Tocantins,Feb,65,1/1/2015
2016,Tocantins,Feb,383,1/1/2016
2017,Tocantins,Feb,25,1/1/2017
1998,Tocantins,March,0,1/1/1998
1999,Tocantins,March,1,1/1/1999
2000,Tocantins,March,4,1/1/2000
2001,Tocantins,March,0,1/1/2001
2002,Tocantins,March,33,1/1/2002
2003,Tocantins,March,19,1/1/2003
2004,Tocantins,March,23,1/1/2004
2005,Tocantins,March,13,1/1/2005
2006,Tocantins,March,11,1/1/2006
2007,Tocantins,March,99,1/1/2007
2008,Tocantins,March,4,1/1/2008
2009,Tocantins,March,23,1/1/2009
2010,Tocantins,March,120,1/1/2010
2011,Tocantins,March,16,1/1/2011
2012,Tocantins,March,80,1/1/2012
2013,Tocantins,March,60,1/1/2013
2014,Tocantins,March,58,1/1/2014
2015,Tocantins,March,85,1/1/2015
2016,Tocantins,March,165,1/1/2016
2017,Tocantins,March,98,1/1/2017
1998,Tocantins,April,0,1/1/1998
1999,Tocantins,April,9,1/1/1999
2000,Tocantins,April,0,1/1/2000
2001,Tocantins,April,19,1/1/2001
2002,Tocantins,April,37,1/1/2002
